Id,Name,RatingDist1,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,ISBN,RatingDist3
33069,Journal of Daily Renewal: The Companion to Make the Connection,1:1,208,4:5,total:18,25,9,Hyperion Books,0,1996,,Bob Greene,3.56,2:1,5:4,0786882158,3:7
33071,Oprah Winfrey and the Glamour of Misery: An Essay on Popular Culture,1:1,352,4:12,total:25,5,11,Columbia University Press,3,2003,,Eva Illouz,3.48,2:2,5:2,0231118120,3:8
33072,Learning about Assertiveness from the Life of Oprah Winfrey,1:0,24,4:0,total:1,1,1,PowerKids Press,0,2001,,Kristin Ward,3.0,2:0,5:0,0823953483,3:1
33073,"On Reading the Bible: Thoughts and Reflections of Over 500 Men and Women, from St. Augustine to Oprah Winfrey",1:0,208,4:1,total:2,18,2,Dover Publications,0,2005,,Bill Bradfield,4.5,2:0,5:1,0486437086,3:0
33075,In the Kitchen with Rosie: Oprah's Favorite Recipes,1:77,142,4:135,total:791,16,4,Knopf,31,1994,eng,Rosie Daley,3.04,2:191,5:122,0679434046,3:266
33080,Journey to Beloved,1:4,165,4:22,total:81,16,10,Hyperion Books,8,1998,,Oprah Winfrey,4.0,2:3,5:35,0786864583,3:17
33082,Make the Connection: Ten Steps to a Better Body-And a Better Life,1:21,256,4:202,total:725,5,5,Hyperion Books,0,1999,,Bob Greene,3.51,2:88,5:149,0786882980,3:265
33083,Finding Oprah's Roots: Finding Your Own,1:2,191,4:33,total:91,23,1,Crown Publishing Group (NY),21,2007,,Henry Louis Gates Jr.,3.66,2:7,5:19,0307382389,3:30
33084,Oprah Winfrey: The Life of a Media Superstar,1:0,48,4:1,total:8,1,8,Rosen Publishing Group,2,2006,,Gary Jeffrey,3.5,2:1,5:2,1404208623,3:4
33085,Forbidden Love with a Married Man: E-mail Diaries,1:2,344,4:1,total:10,14,7,Authorhouse,3,2006,,Dennis J. Schleicher,3.3,2:2,5:4,1425944264,3:1
33086,The Oprah Phenomenon,1:0,303,4:0,total:3,16,3,University Press of Kentucky,0,2007,,Jennifer Harris,4.0,2:1,5:2,0813124263,3:0
33087,Oprah Winfrey: Talk Show Legend,1:0,128,4:3,total:5,1,4,Enslow Publishers,2,1999,,Sara McIntosh Wooten,4.0,2:0,5:1,0766012077,3:1
33089,To Oprah with Love: A Photographic Tribute,1:0,224,4:0,total:0,1,10,New Millennium Press,0,2002,,Paul Natkin,0.0,2:0,5:0,1893224635,3:0
33090,Aristotle Would Have Liked Oprah: And Other Philosophic Musings,1:0,220,4:5,total:20,1,10,Health Communications,5,1999,,Ethel Diamond,3.4,2:5,5:4,1558747206,3:6
33091,Oprah Winfrey: The Soul and Spirit of a Superstar,1:0,96,4:2,total:2,28,7,Triumph Books,0,2000,,Larry Mayer,4.0,2:0,5:0,1572434082,3:0
33092,Up Close: Oprah Winfrey (Up Close),1:0,224,4:17,total:59,5,4,Viking Juvenile,16,2007,,Ilene Cooper,3.7800000000000002,2:1,5:15,067006162X,3:26
33095,Oprah Winfrey: Talk Show Host and Media Magnate,1:0,106,4:1,total:5,1,8,Chelsea House Publications,1,2006,,Sherry Beck Paprocki,3.6,2:0,5:1,0791092267,3:3
33097,Oprah Winfrey: Reaching Out to Others,1:1,48,4:0,total:2,1,10,Enslow Elementary,1,2005,,Barbara Kramer,3.0,2:0,5:1,0766023788,3:0
33098,Waiting for Oprah to Call,1:0,204,4:0,total:0,1,6,Sharon's Books,0,2003,,Beth Friday Henry,0.0,2:0,5:0,093075171X,3:0
33107,Oprah Winfrey: A Voice for the People,1:0,128,4:2,total:7,1,3,Franklin Watts,0,2000,,Philip Brooks,3.71,2:1,5:2,0531164063,3:2
33108,Meet Oprah Winfrey (A Bullseye Biography),1:0,107,4:0,total:2,28,12,Random House Books for Young Readers,0,1993,,Audreen Ballard,4.0,2:0,5:1,0679854258,3:1
33109,Coming after Oprah: Cultural Fallout in the Age of the TV Talk Show,1:1,216,4:0,total:2,15,6,Popular Press 1,0,1997,,Vicki Abt,2.0,2:0,5:0,0879727527,3:1
33111,Oprah Winfrey: Television Star,1:0,64,4:2,total:2,31,12,Blackbirch Press,1,1994,,Steven Otfinoski,4.0,2:0,5:0,1567110150,3:0
33112,Library of Famous Women Juniors - Oprah Winfrey (Library of Famous Women Juniors),1:0,32,4:0,total:1,24,4,Blackbirch Press,0,2002,,Kristen Woronoff,5.0,2:0,5:1,1567115888,3:0
33114,Oprah!: Up Close and Down Home,1:2,383,4:3,total:17,1,1,Zebra,4,1994,,Nellie  Bly,3.0,2:5,5:3,0821746138,3:4
33122,People in the News - Oprah Winfrey (People in the News),1:0,111,4:0,total:0,1,9,Lucent Books,0,1998,,Judith Janda Presnall,0.0,2:0,5:0,1560063602,3:0
33125,Oprah Winfrey: Media Success Story,1:0,55,4:1,total:1,4,11,Lerner Publishing Group,0,1993,,Anne Saidman,4.0,2:0,5:0,0822596466,3:0
33126,Oprah Winfrey: Talk Show Host and Actress,1:0,128,4:0,total:0,1,9,Enslow Publishers,0,1990,,Lillie Patterson,0.0,2:0,5:0,089490289X,3:0
33130,King Richard II,1:312,252,4:6135,total:17776,5,5,Cambridge University Press,5,2003,eng,William Shakespeare,3.77,2:1458,5:4853,0521532485,3:5018
33135,Cambridge Student Guide to King Richard II (Cambridge Student Guides),1:0,128,4:0,total:1,13,5,Cambridge University Press,0,2004,,Mike Clamp,3.0,2:0,5:0,0521538491,3:1
33137,Floating in My Mother's Palm,1:16,192,4:1291,total:2988,3,7,Touchstone,221,1998,en-US,Ursula Hegi,3.8200000000000003,2:168,5:673,0684854759,3:840
33138,Intrusions,1:33,288,4:177,total:630,1,3,Touchstone,64,1997,,Ursula Hegi,3.32,2:103,5:97,0684844818,3:220
33139,Tearing the Silence: On Being German in America,1:2,304,4:106,total:278,3,7,Touchstone,35,1998,eng,Ursula Hegi,3.86,2:14,5:75,068484611X,3:81
33142,Salt Dancers,1:38,240,4:437,total:1402,1,3,Simon  Schuster,108,1997,,Ursula Hegi,3.4,2:161,5:181,0684844826,3:585
33143,Trudi & Pia,1:0,40,4:16,total:40,1,3,Atheneum Books,3,2003,,Ursula Hegi,3.85,2:0,5:9,0689846835,3:15
33144,Paint it Black,1:630,387,4:3090,total:11075,1,9,Little Brown and Company,981,2006,eng,Janet Fitch,3.48,2:1581,5:2537,0316182745,3:3237
33146,Kicks,1:6,10,4:29,total:123,2,3,Fawcett,0,1996,,Janet Fitch,3.47,2:17,5:29,0449704521,3:42
33152,"The Day of the Tempest (Dragonlance: Dragons of a New Age, #2)",1:60,352,4:393,total:1519,1,8,Wizards of the Coast,16,2002,eng,Jean Rabe,3.65,2:153,5:433,0786928573,3:480
33153,A Tempest,1:49,69,4:569,total:1633,1,5,Theatre Communications Group,76,2002,eng,Aimé Césaire,3.55,2:180,5:307,1559362103,3:528
33154,A Voice in the Wilderness: Conversations with Terry Tempest Williams,1:0,208,4:10,total:29,15,8,Utah State University Press,2,2006,,Terry Tempest Williams,4.1,2:0,5:11,0874216346,3:8
33156,"A Midsummer Night's Dream (Unlocking Shakespeare, Grades 5 and up)",1:0,6,4:0,total:1,1,5,Teaching Resources,0,2003,,Jeannette Sanderson,5.0,2:0,5:1,043940424X,3:0
33157,A Midsummer Night's Dream (SparkNotes Literature Guide),1:1,64,4:4,total:25,10,1,SparkNotes,2,2002,eng,SparkNotes,4.0,2:1,5:12,1586634046,3:7
33159,Minuit dans le jardin du bien et du mal,1:2813,388,4:84711,total:211273,6,6,Pocket,2,1998,fre,John Berendt,3.92,2:10740,5:62806,2266075187,3:50203
33161,The Adventures and Memoirs of Sherlock Holmes,1:36,528,4:2168,total:6148,9,4,Modern Library,62,2002,,Arthur Conan Doyle,4.33,2:93,5:3092,0375760024,3:759
33162,Savannah Style: Mystery and Manners,1:0,208,4:7,total:17,6,7,Rizzoli,0,2001,,Susan Sully,3.59,2:1,5:2,0847823768,3:7
33163,Rocky Schenck: Photographs,1:0,160,4:5,total:11,1,11,University of Texas Press,0,2003,,Rocky Schenck,4.55,2:0,5:6,0292702175,3:0
33165,Othello and the Tragedy of Mariam,1:1,310,4:21,total:49,1,12,Pearson,0,2002,,Elizabeth Cary,3.8,2:4,5:12,0321096991,3:11
33166,Hamlet and Oedipus,1:2,172,4:26,total:76,17,3,W. W. Norton  Company,5,1976,,Ernest Jones,3.55,2:10,5:15,0393007995,3:23
33167,"Charming Charlbury, Its Nine Hamlets And Chipping Norton: Including Charlbury And Its Nine Hamlets And Charming Charlbury",1:0,224,4:0,total:0,1,9,Wychwood Press,0,1999,,John Kibble,0.0,2:0,5:0,1902279050,3:0
33169,Les Essais (mis en français moderne par Claude Pinganaud),1:44,806,4:1286,total:3753,14,9,Arléa,1,2002,fre,Michel de Montaigne,4.2,2:142,5:1728,2869595948,3:553
33173,Jean-L�on G�r�me: Monographie R�vis�e Et Catalogue Raisonn� MIS � Jour,1:0,420,4:0,total:3,20,3,Acr Edition,1,2018,,Gerald M. Ackerman,5.0,2:0,5:3,2867701376,3:0
33174,Cliffs Notes on Hugo's Les Miserables,1:1,120,4:3,total:21,1,11,Cliffs Notes,4,1968,en-GB,Amy L. Marsland,3.76,2:1,5:8,0822007355,3:8
33177,I Hate Hamlet,1:9,75,4:205,total:562,1,12,Dramatists Play Service,27,1992,,Paul Rudnick,3.75,2:41,5:138,0822205467,3:169
33178,Hamlet on the Holodeck: The Future of Narrative in Cyberspace,1:8,336,4:202,total:510,17,7,MIT Press,26,1998,,Janet H. Murray,3.9,2:25,5:149,0262631873,3:126
33179,Hamlet in Purgatory,1:4,344,4:107,total:276,15,9,Princeton University Press,24,2002,eng,Stephen Greenblatt,3.94,2:18,5:89,0691102570,3:58
33180,From Hinton to Hamlet: Building Bridges between Young Adult Literature and the Classics,1:0,256,4:31,total:79,1,9,Greenwood,9,2005,en-US,Sarah K. Herz,4.0,2:2,5:25,0313324522,3:21
33181,Hamlet: Poem Unlimited,1:11,176,4:213,total:610,2,3,Riverhead Books,45,2004,,Harold Bloom,3.8,2:56,5:177,1573223778,3:153
33182,Ready to Use Activities for Teaching Hamlet,1:0,255,4:0,total:1,1,11,Center for Applied Research in Education,0,1993,,John Wilson Swope,2.0,2:1,5:0,0876281161,3:0
33183,The First Quarto of Hamlet,1:12729,144,4:233979,total:696082,5,6,Cambridge University Press,0,1999,,William Shakespeare,4.02,2:38105,5:269674,0521653908,3:141595
33184,Hamlet (SparkNotes Literature Guide),1:2,88,4:16,total:39,10,1,SparkNotes,3,2002,,SparkNotes,3.74,2:3,5:10,1586633511,3:8
33186,"Hamlet, Prince of Denmark",1:12729,270,4:233979,total:696082,21,4,Cambridge University Press/The New Cambridge Shakespeare,13,2003,eng,William Shakespeare,4.02,2:38105,5:269674,0521532523,3:141595
33188,What Happens in Hamlet,1:1,380,4:44,total:126,1,2,Cambridge University Press,9,1951,,John Dover Wilson,4.1,2:5,5:51,0521091098,3:25
33189,The Tragedy of Hamlet: Prince of Denmark,1:12729,265,4:233979,total:696082,1,9,Lorenz Educational Press,0,2010,,William Shakespeare,4.02,2:38105,5:269674,1885564082,3:141595
33190,Hamlet's Perfection,1:1,200,4:1,total:13,15,9,Johns Hopkins University Press,1,1996,,William Kerrigan,2.92,2:2,5:1,0801854687,3:8
33195,Shakespeare's Romeo and Juliet,1:69860,231,4:611698,total:1977117,8,5,Hungry Minds,3,2000,eng,William Shakespeare,3.74,2:178488,5:589719,0764585746,3:527352
33197,Romeo and Juliet (SparkNotes Literature Guide),1:0,88,4:28,total:67,10,1,SparkNotes,8,2002,eng,SparkNotes,3.91,2:5,5:19,1586633589,3:15
33200,Why Business People Speak Like Idiots: A Bullfighter's Guide,1:6,192,4:75,total:237,2,3,Free Press,30,2005,,Brian Fugere,3.61,2:23,5:52,0743269098,3:81
33201,"You're an Idiot, and People Talk about You Behind Your Back!",1:1,60,4:0,total:1,23,6,Dog Ear Publishing,0,2006,,Alastair Onetowne,1.0,2:0,5:0,1598581716,3:0
33202,The Complete Idiot's Guide to Managing People,1:2,320,4:4,total:14,1,2,Alpha Books,2,1996,,Arthur R. Pell,3.5,2:1,5:4,0028610369,3:3
33203,The Complete Idiot's Guide to Coping With Difficult People,1:0,336,4:6,total:33,1,5,Alpha,4,2007,,Arlene Matthews Uhl,3.55,2:8,5:10,1592575781,3:9
33205,The Complete Idiot's Guide to Getting Along w/ Difficult People,1:1,352,4:5,total:15,1,2,Alpha,2,1997,,Yusuf Toropov,3.33,2:2,5:2,0028615972,3:5
33211,Vep: Braxton Associates (Formerly Deloitte Consulting) 2003,1:0,39,4:0,total:0,8,7,Vault.com,0,2003,,Staff of Vault,0.0,2:0,5:0,1581312504,3:0
33217,Canadian Guide To Personal Financial Management,1:0,229,4:0,total:0,1,1,Prentice Hall Canada,0,2002,,Nicholas Seed,0.0,2:0,5:0,0130862452,3:0
33220,China: The Consumer Revolution,1:0,300,4:0,total:2,1,5,John Wiley & Sons,0,1998,,Conghua  Li,2.5,2:1,5:0,0471248622,3:1
33223,Wireless Telecommunications FAQs,1:0,572,4:0,total:2,1,9,McGraw-Hill Professional Publishing,0,2000,,Clint    Smith,4.0,2:0,5:1,0071341021,3:1
33224,Wireless Telecommunications Networking with ANSI-41,1:0,573,4:2,total:4,5,4,McGraw-Hill Education,0,2001,,Randall A. Snyder,4.0,2:0,5:1,0071352317,3:1
33225,Wireless Internet Telecommunications,1:0,250,4:0,total:5,16,12,Artech House Publishers,0,2004,,K. Daniel Wong,3.4,2:2,5:2,1580537111,3:1
33226,Encyclopedia of Wireless Telecommunications,1:0,724,4:0,total:3,13,5,McGraw-Hill Professional Publishing,0,2002,,Francis Botto,4.33,2:0,5:2,0071390251,3:1
33227,Wireless Telecommunications Systems and Networks,1:1,644,4:6,total:25,1,9,Cengage Learning,2,2005,,Gary J. Mullett,4.24,2:1,5:14,1401886590,3:3
33232,A Manager's Guide to Wireless Telecommunications,1:0,200,4:0,total:1,12,3,Amacom,0,1999,,Ron Schneiderman,5.0,2:0,5:1,0814404499,3:0
33241,Practical Telecommunications and Wireless Communications: For Business and Industry,1:0,320,4:1,total:2,1,12,Newnes,0,2004,,Edwin Wright,4.5,2:0,5:1,0750662719,3:0
33242,"Wireless and Satellite Telecommunications: The Technology, the Market and the Regulations",1:0,277,4:0,total:2,12,7,Prentice Hall PTR,0,1995,,Joseph N. Pelton,5.0,2:0,5:2,0131404938,3:0
33243,Wireless: Strategically Liberalizing the Telecommunications Market,1:0,296,4:0,total:1,1,5,Routledge,0,1997,,Brian J.W. Regli,5.0,2:0,5:1,0805825827,3:0
33244,Wireless: The Revolution in Personal Telecommunications,1:0,276,4:0,total:0,1,5,Artech House Publishers,0,1995,,Ira Brodsky,0.0,2:0,5:0,0890067171,3:0
33245,"Mobile Strategies: Wireless Business Models, Mvnos and the Growth of Mobile Content",1:0,208,4:1,total:3,15,3,Futuretext,0,2006,,Tom Weiss,4.67,2:0,5:2,0954432770,3:0
33247,La Petite Fille du Lac,1:1190,363,4:30658,total:78558,6,3,Robert Laffont,0,2003,fre,Christina Schwarz,3.74,2:5299,5:17690,222109249X,3:23721
33252,The Lord of the Rings Trilogy: Music from the Motion Pictures Arranged for Easy Piano,1:0,56,4:9,total:48,1,11,Alfred Music,1,2004,,Howard Shore,4.73,2:0,5:37,075792414X,3:2
33254,Everyday Matters,1:124,128,4:1330,total:5146,9,1,Hachette Books,119,2007,,Danny Gregory,4.16,2:258,5:2578,1401307957,3:856
33255,Everyday Matters in Science and Mathematics: Studies of Complex Classroom Events,1:0,390,4:0,total:0,22,10,Routledge,0,2004,,Ricardo Nemirovsky,0.0,2:0,5:0,0805847227,3:0
33256,Haha: Everyday Matters,1:0,192,4:0,total:0,22,9,WhiteWalls,0,2008,,Haha,0.0,2:0,5:0,0945323131,3:0
33258,Everyday Matters: Intersections of Life and Faith,1:0,200,4:0,total:0,1,8,Abingdon Press,0,2003,,L. Gregory Jones,0.0,2:0,5:0,0687075289,3:0
33259,Everyday Matters: A Love Story,1:1,233,4:6,total:16,31,3,University Press of New England,3,2006,,Nardi Reeder Campion,4.0,2:0,5:6,1584655380,3:3
33260,Language Matters: A Guide to Everyday Questions about Language,1:2,208,4:25,total:85,27,3,"Oxford University Press, USA",10,2003,,Donna Jo Napoli,3.38,2:9,5:10,0195160487,3:39
33261,Physics of Continuous Matter: Exotic and Everyday Phenomena in the Macroscopic World,1:0,608,4:0,total:2,16,12,Institute of Physics Publishing (GB),0,2004,,B. Lautrup,5.0,2:0,5:2,0750307528,3:0
33264,Little Boy: The Arts of Japan's Exploding Subculture,1:1,312,4:43,total:120,11,5,Yale University Press,9,2005,,Takashi Murakami,4.32,2:0,5:59,0300102852,3:17
33265,Gamerz Heaven Volume 1,1:0,184,4:17,total:55,23,11,ADV Manga,5,2004,,Maki Murakami,3.84,2:7,5:18,1413902022,3:13
33266,Gamerz Heaven: Volume 2,1:1,184,4:11,total:37,1,3,ADV Manga,1,2005,,Maki Murakami,3.73,2:4,5:11,1413901999,3:10
33269,Ice Storm!: The 1998 Freeze,1:0,32,4:0,total:0,1,8,Bearport Publishing,0,2006,,Bob Temple,0.0,2:0,5:0,1597162752,3:0
33270,Stories from the Ice Storm,1:0,360,4:9,total:14,1,9,McClelland & Stewart,0,2000,,Mark Abley,3.79,2:0,5:1,0771006543,3:4
33271,Ice Storms,1:0,48,4:0,total:0,1,9,Capstone Press,0,2000,,Anne Ylvisaker,0.0,2:0,5:0,0736849084,3:0
33272,Blizzards and Ice Storms,1:0,64,4:1,total:1,1,9,Simon Spotlight,0,1999,,Maria Rosado,4.0,2:0,5:0,068982016X,3:0
33274,Ice Storms and Hailstorms,1:0,32,4:2,total:2,31,3,Raintree,1,2001,,Duncan Scheff,4.0,2:0,5:0,0739847031,3:0
33278,Algebra 1,1:13,870,4:12,total:57,9,4,Holt McDougal,3,2003,,Ron Larson,3.61,2:1,5:25,0618250182,3:6
33279,Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer,1:8,208,4:224,total:649,6,4,Basic Books,64,2000,eng,Stewart Brand,4.11,2:26,5:268,0465007805,3:123
33282,"Jessica's Bad Idea (Sweet Valley Twins and Friends, #31)",1:2,104,4:68,total:329,1,8,Bantam,6,1989,eng,Francine Pascal,3.47,2:36,5:63,0553157272,3:160
33284,M & M and the Bad News Babies,1:0,48,4:2,total:14,2,4,Puffin Books,3,1985,,Pat Ross,3.79,2:3,5:6,0140318518,3:3
33292,How to Win Friends and Influence People for Teen Girls,1:39,208,4:223,total:801,2,6,Simon  Schuster,44,2005,eng,Donna Dale Carnegie,3.96,2:56,5:339,0743272773,3:144
33293,Naked Economics: Undressing the Dismal Science,1:159,288,4:6134,total:14505,17,9,W. W. Norton  Company,483,2003,eng,Charles Wheelan,4.03,2:569,5:4875,0393324869,3:2768
33295,The Naked Warrior: Master the Secrets of the Super-Strong - Using Bodyweight Exercises Only,1:7,218,4:433,total:1133,1,1,Dragon Door Publications,63,2010,en-US,Pavel Tsatsouline,4.01,2:64,5:393,0938045555,3:236
33297,The Naked Ape: A Zoologist's Study of the Human Animal,1:137,256,4:3429,total:8711,13,4,Delta,327,1999,eng,Desmond Morris,3.95,2:414,5:2776,0385334303,3:1955
33298,"Stoned, Naked, and Looking in My Neighbor's Window: The Best Confessions from Grouphug.Us",1:5,211,4:75,total:230,21,10,"Justin, Charles and Company",25,2004,,Gabriel Jeffrey,3.69,2:18,5:56,1932112367,3:76
33301,The Dog of the Marriage: Stories,1:16,139,4:444,total:1281,22,2,Scribner Book Company,105,2005,,Amy Hempel,4.01,2:70,5:476,0743264517,3:275
33302,Tumble Home: A Novella and Short Stories,1:17,160,4:469,total:1328,28,5,Scribner,87,1998,,Amy Hempel,4.04,2:59,5:504,0684838877,3:279
33306,Impossible Vacation,1:23,240,4:316,total:777,27,4,Vintage,64,1993,,Spalding Gray,3.74,2:39,5:172,0679745238,3:227
33308,There's No Toilet Paper . . . on the Road Less Traveled: The Best of Travel Humor and Misadventure,1:20,216,4:126,total:473,16,11,Travelers' Tales,53,2005,eng,Doug Lansky,3.39,2:53,5:75,1932361278,3:199
33310,"Common Mistakes Singles Make, Exp. Ed.",1:0,160,4:12,total:28,1,10,Fleming H. Revell Company,3,1999,,Mary S. Whelchel,3.89,2:3,5:8,0800757114,3:5
33314,About a Boy: The Shooting Script,1:0,160,4:13,total:29,21,11,Dey Street Books,2,2002,,Peter Hedges,4.0,2:2,5:9,1557045712,3:5
33315,Mad About The Boy,1:0,256,4:1,total:6,8,12,Black Lace,1,2005,,Mathilde Madden,3.0,2:1,5:0,0352340010,3:4
33316,Talking About Boys: Real-Life Advice from Girls Like You,1:0,192,4:1,total:2,26,4,Prima Lifestyles,0,2001,,Girls World Productions Inc.,4.5,2:0,5:1,0761532927,3:0
33318,"The Truth about Boys (Full House: Stephanie, #20)",1:2,144,4:3,total:31,1,2,Simon Spotlight,2,1997,,Emily Costello,3.39,2:5,5:9,0671003615,3:12
33319,The Journey of the Lost Boys,1:0,168,4:10,total:30,1,1,Allswell Press,5,2005,,Joan Hecht,4.23,2:1,5:14,0976387506,3:5
33320,My Dad's a Punk: 12 Stories About Boys and Their Fathers,1:1,271,4:5,total:33,10,5,Kingfisher,10,2006,,Tony Bradman,3.09,2:6,5:3,0753458705,3:18
33321,Vogue Knitting: The Ultimate Knitting Book,1:12,280,4:373,total:1179,1,8,Sixth&Spring Books,64,2002,,Vogue Knitting,4.26,2:42,5:588,,3:164
33322,"The Vogue Knitting Stitchionary, Volume Three: Color Knitting: The Ultimate Stitch Dictionary from the Editors of Vogue Knitting Magazine",1:1,240,4:71,total:222,28,10,Sixth&Spring Books,7,2006,eng,Vogue Knitting,3.96,2:12,5:78,,3:60
33323,Vogue Knitting Stitchionary Volume One: Knit & Purl: The Ultimate Stitch Dictionary from the Editors of Vogue Knitting Magazine,1:4,240,4:246,total:636,1,9,Sixth&Spring Books,32,2005,,Trisha Malcolm,4.14,2:16,5:252,,3:118
33324,The Vogue Knitting Stitchionary Volume Two: Cables: The Ultimate Stitch Dictionary from the Editors of Vogue Knitting Magazine,1:3,240,4:162,total:423,28,5,Sixth&Spring Books,13,2006,eng,Vogue Knitting,4.07,2:17,5:157,,3:84
33325,Vogue® Knitting Quick Reference: The Ultimate Portable Knitting Compendium,1:0,128,4:36,total:89,1,8,Sixth Books,6,2002,,Vogue Knitting,4.09,2:3,5:32,1931543127,3:18
33326,Vogue® Knitting on the Go! Crocheted Scarves Two,1:0,96,4:14,total:44,28,10,Sixth Books,3,2006,,Trisha Malcolm,3.77,2:2,5:11,1933027037,3:17
33327,"The Best of Vogue® Knitting Magazine: 25 Years of Articles, Techniques, and Expert Advice",1:2,244,4:50,total:149,1,5,Sixth Books,18,2007,,Vogue Knitting,3.7800000000000002,2:20,5:45,1933027169,3:32
33328,Vogue® Knitting on the Go! Crocheted Scarves,1:2,88,4:22,total:86,1,3,Sixth Books,8,2004,,Trisha Malcolm,3.56,2:10,5:20,1931543429,3:32
33329,Vogue® Knitting Very Easy Knits: The Best of Very Easy Very Vogue,1:4,160,4:24,total:77,30,6,Sixth Books,5,2001,,Trisha Malcolm,3.6,2:6,5:18,1573890294,3:25
33330,Vogue Knitting: Accessorize,1:1,160,4:10,total:37,28,8,Sixth Books,1,2006,,Vogue Knitting,3.38,2:6,5:6,1933027053,3:14
33331,More Than You Know: Finding Financial Wisdom in Unconventional Places,1:22,268,4:552,total:1606,21,4,Columbia University Press,48,2006,eng,Michael J. Mauboussin,4.1,2:83,5:667,0231138709,3:282
33332,Know-How: The 8 Skills That Separate People Who Perform from Those Who Don't,1:13,290,4:278,total:765,2,1,Crown Business,37,2007,,Ram Charan,3.85,2:57,5:229,0307341518,3:188
33333,Searching for God Knows What,1:682,246,4:8419,total:24229,11,10,Thomas Nelson,693,2004,eng,Donald Miller,3.92,2:1384,5:8341,0785263713,3:5403
33335,Hidden Messages in Water,1:248,196,4:3602,total:13338,20,9,Atria Books,405,2005,,Masaru Emoto,4.28,2:460,5:7188,0743289803,3:1840
33337,Los mensajes ocultos del agua,1:6,256,4:63,total:248,1,9,Alamah,3,2008,,Masaru Emoto,4.2,2:12,5:129,9707701382,3:38
33339,Hitchhiker's Guide to SQL Server 2000 Reporting Services,1:2,739,4:1,total:6,1,10,Addison-Wesley Professional,0,2004,,Peter Blackburn,2.33,2:1,5:0,0321268288,3:2
33341,The Hitchhiker's Guide to the Oceans: Crewing Around the World,1:1,112,4:1,total:5,11,11,Adlard Coles Nautical,1,2005,,Alison Muir Bennett,2.6,2:1,5:0,0713672285,3:2
33342,"The More Than Complete Hitchhiker's Guide (Hitchhiker's Guide, #1-4 + short story)",1:10,624,4:844,total:3404,1,11,Longmeadow Press,34,1989,en-US,Douglas Adams,4.58,2:30,5:2292,0681403225,3:228
33344,Hitchhiker's Guide To The Galaxy: The Filming of the Douglas Adams classic,1:7,184,4:56,total:157,22,4,Newmarket Press,19,2005,eng,Robbie Stamp,3.92,2:9,5:56,155704676X,3:29
33346,A Different Season,1:0,20,4:5,total:11,21,1,Dutton Books for Young Readers,4,1988,,David Klass,4.36,2:0,5:5,0525672370,3:1
33352,It's Just a Freakin' Date!: A Guide to a Sane Dating Life,1:36,288,4:425,total:1255,26,12,Broadway,0,2007,,Greg Behrendt,3.7800000000000002,2:110,5:370,0767925432,3:314
33353,It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy,1:195,276,4:2997,total:9754,5,9,Harmony,674,2006,eng,Greg Behrendt,4.02,2:563,5:3933,0767921968,3:2066
33356,Jennifer Government,1:303,352,4:4996,total:13047,5,2,Abacus,926,2004,eng,Max Barry,3.66,2:1139,5:2683,0349117624,3:3926
33359,Managing For Performance: A Report On Strategies For Improving The Results Of Government,1:0,84,4:0,total:0,1,1,Brookings Institution Press,0,2004,,Donald F. Kettl,0.0,2:0,5:0,0815702574,3:0
33360,Your Mayor: Local Government in Action,1:0,32,4:0,total:0,1,2,Rosen Publishing Group,0,2004,,Jennifer Silate,0.0,2:0,5:0,0823944816,3:0
33361,100 Sonnets--Love and Demise,1:0,116,4:0,total:0,10,7,iUniverse,0,2003,,Layne Thrasher,0.0,2:0,5:0,0595283942,3:0
33362,100 Sonnets of Galactic Love,1:0,112,4:0,total:0,1,10,PS Avalon,0,2004,,Keith Hackwood,0.0,2:0,5:0,0954476441,3:0
33363,Mama Day,1:125,312,4:3210,total:9239,23,4,Vintage,564,1989,eng,Gloria Naylor,4.17,2:306,5:4090,0679721819,3:1508
33365,A Feather on the Breath of God,1:6,192,4:248,total:582,27,12,Picador,67,2005,eng,Sigrid Nunez,3.91,2:31,5:163,0312422733,3:134
33366,Naked Sleeper,1:2,235,4:22,total:85,1,10,Harper Perennial,9,1997,,Sigrid Nunez,3.29,2:17,5:12,0060928611,3:32
33367,Mitz The Marmoset of Bloomsbury,1:1,128,4:134,total:345,15,2,Soft Skull Press,32,2007,eng,Sigrid Nunez,3.94,2:8,5:100,193336856X,3:102
33369,"In Liebe, Lyle.",1:2,281,4:22,total:85,1,1,Btb Bei Goldmann,1,1999,,Sigrid Nunez,3.29,2:17,5:12,3442725062,3:32
33371,Pour Rouenna,1:4,283,4:83,total:216,22,4,Flammarion,0,2002,,Sigrid Nunez,3.92,2:15,5:69,2080682032,3:45
33372,Elizabeth George Speare,1:0,150,4:0,total:2,1,2,Twayne Publishers,1,1992,,Marilyn Fain Apseloff,4.0,2:0,5:1,0805776362,3:1
33374,El Estanque del Mirlo,1:2503,190,4:46370,total:129663,28,1,,1,1997,,Elizabeth George Speare,3.99,2:6350,5:46537,8427932294,3:27903
